,,,0,0,0
APPLE,FOOTBALL,CLOTHING,251.5,306.64,302
APPLE,FORK,MONITORS & TV,280.98,335.73,122
APPLE,FRISBEE,MISCELLANEOUS,168.45,214.46,200
APPLE,GLASSES,SPORTS,224.5,299.49,109
APPLE,GLOVES,ACCESSORIES,98.56,111.53,56
APPLE,GPS,MISCELLANEOUS,262.44,318.32,92
APPLE,HAIR GEL,SMART WATCH,178.96,231.54,119
APPLE,HAMMER,MONITORS & TV,97.12,127.01,67
APPLE,HAND TOWEL,CELL PHONE,106.83,147.17,58
APPLE,HANDBAG,MISCELLANEOUS,165.8,245.99,185
APPLE,HEADPHONES,MISCELLANEOUS,67.15,94.8,18
APPLE,JACKET,CELL PHONE,53.26,72.66,172
APPLE,JEANS,CELL PHONE,64.8,94.76,124
APPLE,JERSEY,SMART WATCH,37.62,53.18,168
APPLE,KEYBOARD,MONITORS & TV,24.02,29.65,174
APPLE,KNIFE,SMART WATCH,230.66,274.5,177
APPLE,LANYARD,CELL PHONE,30.01,43.41,74
APPLE,LAPTOP,CELL PHONE,173.37,233.65,29
APPLE,LAWN MOWER,SPORTS,222.62,275.87,151
APPLE,LEMONADE,MONITORS & TV,176.98,208.19,38
APPLE,LOTION,SMART WATCH,74,89.22,122
APPLE,MECHANICAL PENCIL,CLOTHING,275.97,332.44,175
APPLE,MODEL CAR,MONITORS & TV,168.95,180.72,197
APPLE,MUSIC SOFTWARE,MISCELLANEOUS,224.39,266.5,56
APPLE,NAILS,CLOTHING,267.76,360.17,191
APPLE,NECKLACE,CLOTHING,166.25,178.54,11
APPLE,PAN,CLOTHING,267.71,368.67,31
APPLE,PAPER,SPORTS,179.81,230.89,5
APPLE,PEN,SMART WATCH,79.18,90.83,96
APPLE,PENCIL,MISCELLANEOUS,78.67,93.7,112
APPLE,PENCIL SHARPENER,MISCELLANEOUS,21.72,29.8,6
APPLE,PLASMA TV,CLOTHING,226.96,250.96,195
APPLE,POTATO CHIPS,LAPTOP COMPUTERS,173.55,249.28,86
APPLE,RC CAR,MISCELLANEOUS,147.75,199.66,196
APPLE,RC HELICOPTER,ACCESSORIES,228.54,247.92,57
APPLE,RC PLANE,MISCELLANEOUS,214.56,280.44,172
APPLE,RULLER,SMART WATCH,215.76,237.36,196
APPLE,SAW,MONITORS & TV,110.96,137.23,42
APPLE,SCREWDRIVER,SMART WATCH,263.69,285.39,170
APPLE,SCREWS,MONITORS & TV,155.78,169.21,151
APPLE,SHAMPOO,CLOTHING,111.08,142.38,73
APPLE,SHAVING CREAM,CLOTHING,100.93,144.3,17
APPLE,SHIN GUARDS,SMART WATCH,230.76,255.18,167
APPLE,SHOES,MONITORS & TV,253.45,367.5,191
APPLE,SHORTS,SMART WATCH,8.2,10.72,104
APPLE,SHOVEL,MONITORS & TV,127.6,149.33,180
APPLE,SMARTPHONE,MONITORS & TV,241.21,265.18,190
APPLE,SOAP BAR,LAPTOP COMPUTERS,299.71,342.92,149
APPLE,SOCKS,CLOTHING,274.4,293.8,174
APPLE,SPOON,SPORTS,203.41,276.08,129
APPLE,SPORTS DRINK,ACCESSORIES,82.07,101.23,107
APPLE,SPRAY PAINT,SPORTS,76.73,94.15,200
APPLE,STAPLER,CLOTHING,245.68,336.02,71
APPLE,STOPWATCH,SMART WATCH,160.09,223.79,188
APPLE,STRAWS,ACCESSORIES,90.91,125.04,76
APPLE,STUFFED BEAR,MONITORS & TV,237.71,337.46,83
APPLE,SUNGLASSES,MONITORS & TV,138.74,172.44,192
APPLE,TENNIS BALL,MONITORS & TV,249.61,268.62,14
APPLE,THERMOS,SMART WATCH,77.85,91.18,190
APPLE,TIE,ACCESSORIES,280.25,341.72,107
APPLE,TIRE,LAPTOP COMPUTERS,228.29,326.37,103
APPLE,TOOTHBRUSH,LAPTOP COMPUTERS,221.58,323.05,169
APPLE,TOOTHPASTE,SPORTS,239.52,303.26,69
APPLE,TOWEL,MONITORS & TV,61.43,76.52,78
APPLE,TV REMOTE,MISCELLANEOUS,74.29,104.37,45
APPLE,VIDEO GAME,MONITORS & TV,179.8,189.75,118
APPLE,WALLET,CELL PHONE,78.48,104.71,6
APPLE,WATCH,LAPTOP COMPUTERS,238.83,291.26,167
APPLE,WATER BOTTLE,ACCESSORIES,207.38,231.96,40
APPLE,WINTER COAT,LAPTOP COMPUTERS,230.6,321.39,66
APPLE,WRENCH,MISCELLANEOUS,49.92,61.72,41
AT&T,ALBUM,MONITORS & TV,235.96,349.24,69
AT&T,BASEBALL CAP,LAPTOP COMPUTERS,293.68,378.95,51
AT&T,BASKETBALL,MISCELLANEOUS,213.61,298.53,147
AT&T,BATTERIES,CELL PHONE,15.17,17.53,70
AT&T,BATTERY PACK,CLOTHING,262.61,313.99,127
AT&T,BLANKET,MISCELLANEOUS,284.39,396.63,39
AT&T,BLENDER,MONITORS & TV,16.05,20.23,88
AT&T,BOOK,ACCESSORIES,100.56,124.12,103
AT&T,BOTTLE OF SODA,LAPTOP COMPUTERS,60.62,87.36,22
AT&T,BOWTIE,MISCELLANEOUS,285.95,425.06,122
AT&T,BOX,SMART WATCH,232.37,278.86,118
AT&T,BRACELET,SMART WATCH,109.46,133.62,79
AT&T,CALCULATOR,SPORTS,73.25,95.24,147
AT&T,CAR,LAPTOP COMPUTERS,271.44,351.75,46
AT&T,CLEATS,MONITORS & TV,144.22,181.65,8
AT&T,COFFEE MUG,SMART WATCH,55.57,69.82,8
AT&T,COLOGNE,MISCELLANEOUS,171.08,253.58,158
AT&T,COLORED PENCILS,CLOTHING,88.23,103.56,113
AT&T,COMB,CLOTHING,198.95,270.91,29
AT&T,CRACKERS,SPORTS,53.27,71.11,29
AT&T,DESK,SPORTS,63.02,71.55,131
AT&T,DRILL,CELL PHONE,263.51,291.16,193
AT&T,DRILL BITS,CELL PHONE,86.76,113.34,199
AT&T,ERASER,MONITORS & TV,298.55,383.8,121
AT&T,FISHING ROD,LAPTOP COMPUTERS,23.13,28.33,39
AT&T,FLATSCREEN TV,LAPTOP COMPUTERS,283.52,338.09,139
AT&T,FLIP PHONE,LAPTOP COMPUTERS,197.75,244.13,88
AT&T,FLUTE,CELL PHONE,99.89,120.05,192
AT&T,FOOTBALL,CLOTHING,5.04,7.19,340
AT&T,FORK,MONITORS & TV,105.39,112.36,26
AT&T,FRISBEE,MISCELLANEOUS,250.39,300.02,54
AT&T,GLASSES,SPORTS,198.51,223.05,163
AT&T,GLOVES,ACCESSORIES,109.33,121.78,72
AT&T,GPS,MISCELLANEOUS,12.82,16.96,190
AT&T,HAIR GEL,SMART WATCH,95.54,137.45,136
AT&T,HAMMER,MONITORS & TV,285.1,301.25,98
AT&T,HAND TOWEL,CELL PHONE,268.39,328.65,133
AT&T,HANDBAG,MISCELLANEOUS,253.93,288.56,176
AT&T,HEADPHONES,MISCELLANEOUS,270.59,359.95,79
AT&T,JACKET,CELL PHONE,122.88,145.8,148
AT&T,JEANS,CELL PHONE,246.56,333.44,53
AT&T,JERSEY,SMART WATCH,101.63,142.89,181
AT&T,KEYBOARD,MONITORS & TV,270.68,312.99,63
AT&T,KNIFE,SMART WATCH,78.94,90.89,179
AT&T,LANYARD,CELL PHONE,70.61,85.38,8
AT&T,LAPTOP,CELL PHONE,58.89,70.81,131
AT&T,LAWN MOWER,SPORTS,254.94,305.77,15
AT&T,LEMONADE,MONITORS & TV,215.82,277.99,67
AT&T,LOTION,SMART WATCH,149.61,164.73,93
AT&T,MECHANICAL PENCIL,CLOTHING,98.24,139.6,194
AT&T,MODEL CAR,MONITORS & TV,23.9,28.3,138
AT&T,MUSIC SOFTWARE,MISCELLANEOUS,47.21,68.71,124
AT&T,NAILS,CLOTHING,185.66,253.4,154
AT&T,NECKLACE,CLOTHING,290.05,374.02,119
AT&T,PAN,CLOTHING,208.14,221.91,175
AT&T,PAPER,SPORTS,27.92,32.58,39
AT&T,PEN,SMART WATCH,221.91,243.54,90
AT&T,PENCIL,MISCELLANEOUS,161.16,230.32,194
AT&T,PENCIL SHARPENER,MISCELLANEOUS,50.6,62.02,111
AT&T,PLASMA TV,CLOTHING,213.45,293.39,53
AT&T,POTATO CHIPS,LAPTOP COMPUTERS,245.01,340.19,69
AT&T,RC CAR,MISCELLANEOUS,279.72,403.03,109
AT&T,RC HELICOPTER,ACCESSORIES,152.09,219.6,113
AT&T,RC PLANE,MISCELLANEOUS,148.04,178.7,25
AT&T,RULLER,SMART WATCH,11.12,13.4,185
AT&T,SAW,MONITORS & TV,288.6,389.88,132
AT&T,SCREWDRIVER,SMART WATCH,284.99,328.53,183
AT&T,SCREWS,MONITORS & TV,13.97,15.15,92
AT&T,SHAMPOO,CLOTHING,42.82,55.78,117
AT&T,SHAVING CREAM,CLOTHING,283.94,376.11,167
AT&T,SHIN GUARDS,SMART WATCH,40.12,55.18,128
AT&T,SHOES,MONITORS & TV,231.94,252.48,135
AT&T,SHORTS,SMART WATCH,114.05,126.94,11
AT&T,SHOVEL,MONITORS & TV,105.36,121.66,127
AT&T,SMARTPHONE,MONITORS & TV,130.51,195.31,182
AT&T,SOAP BAR,LAPTOP COMPUTERS,185.02,225.57,107
AT&T,SOCKS,CLOTHING,183.71,247.98,98
AT&T,SPOON,SPORTS,232.02,250.21,94
AT&T,SPORTS DRINK,ACCESSORIES,13.04,17,134
AT&T,SPRAY PAINT,SPORTS,297.89,357.75,110
AT&T,STAPLER,CLOTHING,224.8,290.7,169
AT&T,STOPWATCH,SMART WATCH,79.52,118.97,62
AT&T,STRAWS,ACCESSORIES,172.14,246.95,159
AT&T,STUFFED BEAR,MONITORS & TV,250.78,289.87,55
AT&T,SUNGLASSES,MONITORS & TV,132.88,163.47,30
AT&T,TENNIS BALL,MONITORS & TV,270.15,343.13,103
AT&T,THERMOS,SMART WATCH,183.63,203.91,19
AT&T,TIE,ACCESSORIES,295.78,390.46,5
AT&T,TIRE,LAPTOP COMPUTERS,149.69,183.11,101
AT&T,TOOTHBRUSH,LAPTOP COMPUTERS,65.25,78.52,102
AT&T,TOOTHPASTE,SPORTS,98.62,124.58,97
AT&T,TOWEL,MONITORS & TV,128.04,178.17,105
AT&T,TV REMOTE,MISCELLANEOUS,45.76,48.56,134
AT&T,VIDEO GAME,MONITORS & TV,152.82,190.38,52
AT&T,WALLET,CELL PHONE,179.54,241.68,192
AT&T,WATCH,LAPTOP COMPUTERS,29.89,43.55,118
AT&T,WATER BOTTLE,ACCESSORIES,133.81,198.21,154
AT&T,WINTER COAT,LAPTOP COMPUTERS,261.02,346.54,122
AT&T,WRENCH,MISCELLANEOUS,88.66,126.66,33
BARBASOL,ALBUM,MONITORS & TV,189.84,270.95,141
BARBASOL,BASEBALL CAP,LAPTOP COMPUTERS,78.39,110.8,199
BARBASOL,BASKETBALL,MISCELLANEOUS,184.17,268.17,66
BARBASOL,BATTERIES,CELL PHONE,86.63,110.02,183
BARBASOL,BATTERY PACK,CLOTHING,153.54,192.82,108
BARBASOL,BLANKET,MISCELLANEOUS,163.52,223.9,188
BARBASOL,BLENDER,MONITORS & TV,270.96,386.16,151
BARBASOL,BOOK,ACCESSORIES,14.75,18.26,8
BARBASOL,BOTTLE OF SODA,LAPTOP COMPUTERS,205.12,217.13,198
BARBASOL,BOWTIE,MISCELLANEOUS,169.19,214.24,118
BARBASOL,BOX,SMART WATCH,153.38,216.38,54
BARBASOL,BRACELET,SMART WATCH,87.25,93.36,121
BARBASOL,CALCULATOR,SPORTS,261.62,347.05,183
BARBASOL,CAR,LAPTOP COMPUTERS,91.45,119.07,170
BARBASOL,CLEATS,MONITORS & TV,284.94,306.87,114
BARBASOL,COFFEE MUG,SMART WATCH,284.18,382.99,134
BARBASOL,COLOGNE,MISCELLANEOUS,226.26,273.44,66
BARBASOL,COLORED PENCILS,CLOTHING,298.5,427.95,5
BARBASOL,COMB,CLOTHING,201.42,285.8,17
BARBASOL,CRACKERS,SPORTS,93,99.68,184
BARBASOL,DESK,SPORTS,278.33,379.63,54
BARBASOL,DRILL,CELL PHONE,46.14,66.76,50
BARBASOL,DRILL BITS,CELL PHONE,107,157.69,59
BARBASOL,ERASER,MONITORS & TV,266.25,330.13,145
BARBASOL,FISHING ROD,LAPTOP COMPUTERS,52.93,75.93,161
BARBASOL,FLATSCREEN TV,LAPTOP COMPUTERS,151.86,165.46,13
BARBASOL,FLIP PHONE,LAPTOP COMPUTERS,244.14,302.29,45
BARBASOL,FLUTE,CELL PHONE,103.11,121.67,87
BARBASOL,FOOTBALL,CLOTHING,271.92,393.29,166
BARBASOL,FORK,MONITORS & TV,222.69,260.38,134
BARBASOL,FRISBEE,MISCELLANEOUS,115.82,170.16,164
BARBASOL,GLASSES,SPORTS,160.92,216.95,187
BARBASOL,GLOVES,ACCESSORIES,88.3,118.24,73
BARBASOL,GPS,MISCELLANEOUS,33.35,38.62,136
BARBASOL,HAIR GEL,SMART WATCH,203.4,216.32,91
BARBASOL,HAMMER,MONITORS & TV,291.09,347.69,120
BARBASOL,HAND TOWEL,CELL PHONE,150.5,167.08,12
BARBASOL,HANDBAG,MISCELLANEOUS,271.75,383.51,72
BARBASOL,HEADPHONES,MISCELLANEOUS,238.43,269.63,173
BARBASOL,JACKET,CELL PHONE,245.67,277.23,144
BARBASOL,JEANS,CELL PHONE,281.94,373.03,178
BARBASOL,JERSEY,SMART WATCH,146.41,159.45,157
BARBASOL,KEYBOARD,MONITORS & TV,70.23,82.64,38
BARBASOL,KNIFE,SMART WATCH,112.2,135.42,41
BARBASOL,LANYARD,CELL PHONE,214.38,245.53,149
BARBASOL,LAPTOP,CELL PHONE,297.76,328.97,114
BARBASOL,LAWN MOWER,SPORTS,91.72,136.57,24
BARBASOL,LEMONADE,MONITORS & TV,136.29,192.77,94
BARBASOL,LOTION,SMART WATCH,124.49,138.55,181
BARBASOL,MECHANICAL PENCIL,CLOTHING,173.84,206.79,139
BARBASOL,MODEL CAR,MONITORS & TV,114.7,155.49,92
BARBASOL,MUSIC SOFTWARE,MISCELLANEOUS,23.39,25.7,30
BARBASOL,NAILS,CLOTHING,164.25,235.93,43
BARBASOL,NECKLACE,CLOTHING,62.03,90.53,109
BARBASOL,PAN,CLOTHING,57.42,63.9,71
BARBASOL,PAPER,SPORTS,70.31,103.76,119
BARBASOL,PEN,SMART WATCH,128.31,150.24,91
BARBASOL,PENCIL,MISCELLANEOUS,125.57,153.06,186
BARBASOL,PENCIL SHARPENER,MISCELLANEOUS,224.54,329.31,102
BARBASOL,PLASMA TV,CLOTHING,170.58,243.17,173
BARBASOL,POTATO CHIPS,LAPTOP COMPUTERS,204.03,224.83,8
BARBASOL,RC CAR,MISCELLANEOUS,224.27,263.37,88
BARBASOL,RC HELICOPTER,ACCESSORIES,220.52,237.13,90
BARBASOL,RC PLANE,MISCELLANEOUS,204.43,299.6,120
BARBASOL,RULLER,SMART WATCH,5.06,6.21,109
BARBASOL,SAW,MONITORS & TV,236.54,283.06,35
BARBASOL,SCREWDRIVER,SMART WATCH,155.92,176.57,52
BARBASOL,SCREWS,MONITORS & TV,215.13,252.62,49
BARBASOL,SHAMPOO,CLOTHING,130.21,182.65,139
BARBASOL,SHAVING CREAM,CLOTHING,37.03,40.89,113
BARBASOL,SHIN GUARDS,SMART WATCH,149.26,165.03,162
BARBASOL,SHOES,MONITORS & TV,183.62,238.25,123
BARBASOL,SHORTS,SMART WATCH,121.77,161.29,153
BARBASOL,SHOVEL,MONITORS & TV,137.28,150.16,80
BARBASOL,SMARTPHONE,MONITORS & TV,10.96,12,99
BARBASOL,SOAP BAR,LAPTOP COMPUTERS,33.77,46.83,32
BARBASOL,SOCKS,CLOTHING,251.26,300.57,165
BARBASOL,SPOON,SPORTS,259.25,292.75,58
BARBASOL,SPORTS DRINK,ACCESSORIES,64.85,87.02,19
BARBASOL,SPRAY PAINT,SPORTS,277.33,402.06,77
BARBASOL,STAPLER,CLOTHING,170.8,220.92,112
BARBASOL,STOPWATCH,SMART WATCH,14.67,17.71,178
BARBASOL,STRAWS,ACCESSORIES,58.25,64.08,11
BARBASOL,STUFFED BEAR,MONITORS & TV,80.37,91.67,34
BARBASOL,SUNGLASSES,MONITORS & TV,157.33,168.79,175
BARBASOL,TENNIS BALL,MONITORS & TV,61.45,69.36,191
BARBASOL,THERMOS,SMART WATCH,215.29,268.99,18
BARBASOL,TIE,ACCESSORIES,143.33,174.77,106
BARBASOL,TIRE,LAPTOP COMPUTERS,102.88,137.12,168
BARBASOL,TOOTHBRUSH,LAPTOP COMPUTERS,241.43,321.91,119
BARBASOL,TOOTHPASTE,SPORTS,175.13,204.08,27
BARBASOL,TOWEL,MONITORS & TV,130,155.1,60
BARBASOL,TV REMOTE,MISCELLANEOUS,238.23,302.58,25
BARBASOL,VIDEO GAME,MONITORS & TV,48.65,51.71,112
BARBASOL,WALLET,CELL PHONE,285.86,366.33,154
BARBASOL,WATCH,LAPTOP COMPUTERS,101.91,128.8,12
BARBASOL,WATER BOTTLE,ACCESSORIES,39.27,56.95,99
BARBASOL,WINTER COAT,LAPTOP COMPUTERS,123.11,148.2,69
BARBASOL,WRENCH,MISCELLANEOUS,139.69,157.84,150
BURGER KING,ALBUM,MONITORS & TV,123.53,169.13,5
BURGER KING,BASEBALL CAP,LAPTOP COMPUTERS,296.65,429.14,37
BURGER KING,BASKETBALL,MISCELLANEOUS,132.93,176.48,195
BURGER KING,BATTERIES,CELL PHONE,145.98,204.37,34
BURGER KING,BATTERY PACK,CLOTHING,51.81,66.67,122
BURGER KING,BLANKET,MISCELLANEOUS,147.85,192.26,164
BURGER KING,BLENDER,MONITORS & TV,253.09,319.93,81
BURGER KING,BOOK,ACCESSORIES,225.75,302.3,174
BURGER KING,BOTTLE OF SODA,LAPTOP COMPUTERS,264.39,301.38,156
BURGER KING,BOWTIE,MISCELLANEOUS,7.67,9.54,52
BURGER KING,BOX,SMART WATCH,285.86,420.64,166
BURGER KING,BRACELET,SMART WATCH,298.83,436.35,111
BURGER KING,CALCULATOR,SPORTS,235.51,303.45,144
BURGER KING,CAR,LAPTOP COMPUTERS,122.95,151.19,149
BURGER KING,CLEATS,MONITORS & TV,52.11,74.44,131
BURGER KING,COFFEE MUG,SMART WATCH,209.58,282.73,86
BURGER KING,COLOGNE,MISCELLANEOUS,192.71,279.8,197
BURGER KING,COLORED PENCILS,CLOTHING,100.6,134.76,188
BURGER KING,COMB,CLOTHING,208.4,249.44,63
BURGER KING,CRACKERS,SPORTS,207.38,264.93,184
BURGER KING,DESK,SPORTS,202.39,266.1,183
BURGER KING,DRILL,CELL PHONE,290.32,406.2,146
BURGER KING,DRILL BITS,CELL PHONE,14.95,19.47,18
BURGER KING,ERASER,MONITORS & TV,219.2,321.45,174
BURGER KING,FISHING ROD,LAPTOP COMPUTERS,161.87,173.24,153
BURGER KING,FLATSCREEN TV,LAPTOP COMPUTERS,20.55,30.76,74
BURGER KING,FLIP PHONE,LAPTOP COMPUTERS,94.09,105.06,117
BURGER KING,FLUTE,CELL PHONE,31.67,34.49,134
BURGER KING,FOOTBALL,CLOTHING,71.73,89.2,95
BURGER KING,FORK,MONITORS & TV,27.81,31.74,183
BURGER KING,FRISBEE,MISCELLANEOUS,252,353.76,122
BURGER KING,GLASSES,SPORTS,286.09,381.82,66
BURGER KING,GLOVES,ACCESSORIES,156.58,168.24,82
BURGER KING,GPS,MISCELLANEOUS,136.17,197.2,72
BURGER KING,HAIR GEL,SMART WATCH,76.47,93.64,28
BURGER KING,HAMMER,MONITORS & TV,111.33,123.3,123
BURGER KING,HAND TOWEL,CELL PHONE,103.74,110.75,95
BURGER KING,HANDBAG,MISCELLANEOUS,166.08,216.04,42
BURGER KING,HEADPHONES,MISCELLANEOUS,252.55,378.25,149
BURGER KING,JACKET,CELL PHONE,167.66,244.37,159
BURGER KING,JEANS,CELL PHONE,82.78,100.69,183
BURGER KING,JERSEY,SMART WATCH,129.24,138.17,148
BURGER KING,KEYBOARD,MONITORS & TV,277.83,365.48,188
BURGER KING,KNIFE,SMART WATCH,92.67,110.13,151
BURGER KING,LANYARD,CELL PHONE,82.11,95.53,80
BURGER KING,LAPTOP,CELL PHONE,150.58,210.7,168
BURGER KING,LAWN MOWER,SPORTS,267.69,311.33,131
BURGER KING,LEMONADE,MONITORS & TV,85.21,125.91,100
BURGER KING,LOTION,SMART WATCH,230.67,311.47,174
BURGER KING,MECHANICAL PENCIL,CLOTHING,241.71,267.65,183
BURGER KING,MODEL CAR,MONITORS & TV,70.4,84.72,169
BURGER KING,MUSIC SOFTWARE,MISCELLANEOUS,248.58,323.18,196
BURGER KING,NAILS,CLOTHING,270.41,404.83,170
BURGER KING,NECKLACE,CLOTHING,268.38,381.43,47
BURGER KING,PAN,CLOTHING,213.85,301.31,12
BURGER KING,PAPER,SPORTS,111.27,136.37,55
BURGER KING,PEN,SMART WATCH,97.67,105.87,196
BURGER KING,PENCIL,MISCELLANEOUS,253.59,326.67,130
BURGER KING,PENCIL SHARPENER,MISCELLANEOUS,276.14,298.57,175
BURGER KING,PLASMA TV,CLOTHING,196.34,278.69,53
BURGER KING,POTATO CHIPS,LAPTOP COMPUTERS,294.91,400.19,51
BURGER KING,RC CAR,MISCELLANEOUS,66.66,75.99,8
BURGER KING,RC HELICOPTER,ACCESSORIES,78.44,93.54,190
BURGER KING,RC PLANE,MISCELLANEOUS,189.69,267.7,158
BURGER KING,RULLER,SMART WATCH,221.09,291.08,142
BURGER KING,SAW,MONITORS & TV,65.78,93.63,6
BURGER KING,SCREWDRIVER,SMART WATCH,93.51,99.35,115
BURGER KING,SCREWS,MONITORS & TV,122.99,171.99,200
BURGER KING,SHAMPOO,CLOTHING,271.35,387.94,172
BURGER KING,SHAVING CREAM,CLOTHING,218.09,271.43,33
BURGER KING,SHIN GUARDS,SMART WATCH,205.55,280.37,173
BURGER KING,SHOES,MONITORS & TV,119.03,172.79,138
BURGER KING,SHORTS,SMART WATCH,62.37,85.69,194
BURGER KING,SHOVEL,MONITORS & TV,51.2,70.93,126
BURGER KING,SMARTPHONE,MONITORS & TV,132.33,173.79,7
BURGER KING,SOAP BAR,LAPTOP COMPUTERS,79.59,93.66,65
BURGER KING,SOCKS,CLOTHING,167.31,233.34,146
BURGER KING,SPOON,SPORTS,98.16,129.38,197
BURGER KING,SPORTS DRINK,ACCESSORIES,209.29,228.54,104
BURGER KING,SPRAY PAINT,SPORTS,5.35,6.55,46
BURGER KING,STAPLER,CLOTHING,163.81,183.36,69
BURGER KING,STOPWATCH,SMART WATCH,221.28,282.8,20
BURGER KING,STRAWS,ACCESSORIES,247.86,351.72,197
BURGER KING,STUFFED BEAR,MONITORS & TV,13.41,16.47,188
BURGER KING,SUNGLASSES,MONITORS & TV,169,224.27,163
BURGER KING,TENNIS BALL,MONITORS & TV,33.61,42.31,181
BURGER KING,THERMOS,SMART WATCH,77.89,111.47,45
BURGER KING,TIE,ACCESSORIES,109.08,134.73,170
BURGER KING,TIRE,LAPTOP COMPUTERS,81.33,92.3,55
BURGER KING,TOOTHBRUSH,LAPTOP COMPUTERS,53.7,66.27,144
BURGER KING,TOOTHPASTE,SPORTS,70.4,88.37,193
BURGER KING,TOWEL,MONITORS & TV,56.01,62.24,145
BURGER KING,TV REMOTE,MISCELLANEOUS,46.53,56.35,152
BURGER KING,VIDEO GAME,MONITORS & TV,195,252.6,171
BURGER KING,WALLET,CELL PHONE,29.02,39.98,15
BURGER KING,WATCH,LAPTOP COMPUTERS,231.41,272.52,49
BURGER KING,WATER BOTTLE,ACCESSORIES,242.56,268.7,195
BURGER KING,WINTER COAT,LAPTOP COMPUTERS,13.9,18.26,68
BURGER KING,WRENCH,MISCELLANEOUS,99.78,121.17,111
CBS,ALBUM,MONITORS & TV,61.53,75.46,123
CBS,BASEBALL CAP,LAPTOP COMPUTERS,149.72,201.05,108
CBS,BASKETBALL,MISCELLANEOUS,59.47,81.26,148
CBS,BATTERIES,CELL PHONE,29.47,40.52,48
CBS,BATTERY PACK,CLOTHING,108.35,148.12,15
CBS,BLANKET,MISCELLANEOUS,230,301.44,111
CBS,BLENDER,MONITORS & TV,40.55,56.64,192
CBS,BOOK,ACCESSORIES,162.44,216,186
CBS,BOTTLE OF SODA,LAPTOP COMPUTERS,258.48,386.92,27
CBS,BOWTIE,MISCELLANEOUS,249.68,305.56,84
CBS,BOX,SMART WATCH,205.57,286.6,48
CBS,BRACELET,SMART WATCH,144.14,164,106
CBS,CALCULATOR,SPORTS,166.48,225.85,56
CBS,CAR,LAPTOP COMPUTERS,227.42,276.62,38
CBS,CLEATS,MONITORS & TV,110.88,164.11,171
CBS,COFFEE MUG,SMART WATCH,131.86,166.85,147
CBS,COLOGNE,MISCELLANEOUS,218.73,277.6,130
CBS,COLORED PENCILS,CLOTHING,128.67,174.54,6
CBS,COMB,CLOTHING,226.34,270.17,191
CBS,CRACKERS,SPORTS,277.72,384.02,83
CBS,DESK,SPORTS,239.29,255.5,166
CBS,DRILL,CELL PHONE,165.88,220.06,160
CBS,DRILL BITS,CELL PHONE,25.07,32.52,195
CBS,ERASER,MONITORS & TV,297.54,353.37,23
CBS,FISHING ROD,LAPTOP COMPUTERS,5.85,6.14,35
CBS,FLATSCREEN TV,LAPTOP COMPUTERS,191.53,282.95,162
CBS,FLIP PHONE,LAPTOP COMPUTERS,106.19,123.58,21
CBS,FLUTE,CELL PHONE,101.52,117.71,166
CBS,FOOTBALL,CLOTHING,259.12,348.86,232
CBS,FORK,MONITORS & TV,145,161.74,55
CBS,FRISBEE,MISCELLANEOUS,8.97,9.51,102
CBS,GLASSES,SPORTS,40.11,47.89,159
CBS,GLOVES,ACCESSORIES,122.52,140.31,128
CBS,GPS,MISCELLANEOUS,183.21,249.89,119
CBS,HAIR GEL,SMART WATCH,124.05,181.17,20
CBS,HAMMER,MONITORS & TV,98.63,116.84,176
CBS,HAND TOWEL,CELL PHONE,245.33,313.97,111
CBS,HANDBAG,MISCELLANEOUS,253.02,314.71,127
CBS,HEADPHONES,MISCELLANEOUS,270.44,290.43,87
CBS,JACKET,CELL PHONE,175.83,239.74,144
CBS,JEANS,CELL PHONE,73.16,96.11,121
CBS,JERSEY,SMART WATCH,42.02,44.7,14
CBS,KEYBOARD,MONITORS & TV,165.96,238.92,17
CBS,KNIFE,SMART WATCH,52.61,70.66,20
CBS,LANYARD,CELL PHONE,113.81,160.89,189
CBS,LAPTOP,CELL PHONE,80.63,85.39,195
CBS,LAWN MOWER,SPORTS,149.61,177.08,76
CBS,LEMONADE,MONITORS & TV,224.29,258.34,125
CBS,LOTION,SMART WATCH,151.41,200.8,181
CBS,MECHANICAL PENCIL,CLOTHING,83.79,91.87,78
CBS,MODEL CAR,MONITORS & TV,171.78,215.44,173
CBS,MUSIC SOFTWARE,MISCELLANEOUS,91.51,108.88,91
CBS,NAILS,CLOTHING,125.09,180.64,15
CBS,NECKLACE,CLOTHING,85.62,112.29,185
CBS,PAN,CLOTHING,105.76,113.53,188
CBS,PAPER,SPORTS,50.56,63.58,59
CBS,PEN,SMART WATCH,155.82,195.74,39
CBS,PENCIL,MISCELLANEOUS,261.75,334.3,64
CBS,PENCIL SHARPENER,MISCELLANEOUS,178.36,242.03,9
CBS,PLASMA TV,CLOTHING,75.29,98.1,65
CBS,POTATO CHIPS,LAPTOP COMPUTERS,174.59,245.82,59
CBS,RC CAR,MISCELLANEOUS,168.26,186.6,75
CBS,RC HELICOPTER,ACCESSORIES,108.24,147.1,187
CBS,RC PLANE,MISCELLANEOUS,192.34,251.85,19
CBS,RULLER,SMART WATCH,280.3,380.25,119
CBS,SAW,MONITORS & TV,95.59,136.8,140
CBS,SCREWDRIVER,SMART WATCH,279.43,315.52,132
CBS,SCREWS,MONITORS & TV,163.94,233.89,89
CBS,SHAMPOO,CLOTHING,6.16,8.8,10
